file_path,lib_id,missing_metadata
/projects/caeg/data/production/LV7/001/884/LV7001884437,LV7001884437,False
/projects/caeg/data/production/LV7/001/884/LV7001884439,LV7001884439,False
/projects/caeg/data/production/LV7/001/884/LV7001884448,LV7001884448,False
/projects/caeg/data/production/LV7/001/884/LV7001884449,LV7001884449,False
/projects/caeg/data/production/LV7/001/884/LV7001884451,LV7001884451,False
/projects/caeg/data/production/LV7/001/884/LV7001884454,LV7001884454,False
/projects/caeg/data/production/LV7/001/884/LV7001884459,LV7001884459,False
/projects/caeg/data/production/LV7/001/884/LV7001884470,LV7001884470,False
/projects/caeg/data/production/LV7/001/884/LV7001884471,LV7001884471,False
/projects/caeg/data/production/LV7/001/884/LV7001884476,LV7001884476,False
/projects/caeg/data/production/LV7/001/884/LV7001884481,LV7001884481,False
/projects/caeg/data/production/LV7/001/884/LV7001884482,LV7001884482,False
/projects/caeg/data/production/LV7/001/884/LV7001884484,LV7001884484,False
/projects/caeg/data/production/LV7/001/884/LV7001884491,LV7001884491,False
/projects/caeg/data/production/LV7/001/884/LV7001884504,LV7001884504,False
/projects/caeg/data/production/LV7/001/887/LV7001887833,LV7001887833,False
/projects/caeg/data/production/LV7/001/887/LV7001887913,LV7001887913,False
/projects/caeg/data/production/LV7/001/888/LV7001888062,LV7001888062,False
/projects/caeg/data/production/LV7/001/891/LV7001891033,LV7001891033,False
/projects/caeg/data/production/LV7/001/891/LV7001891105,LV7001891105,False
/projects/caeg/data/production/LV7/001/891/LV7001891118,LV7001891118,False
/projects/caeg/data/production/LV7/001/897/LV7001897144,LV7001897144,False
/projects/caeg/data/production/LV7/001/897/LV7001897155,LV7001897155,False
/projects/caeg/data/production/LV7/001/897/LV7001897394,LV7001897394,False
/projects/caeg/data/production/LV7/001/897/LV7001897465,LV7001897465,False
/projects/caeg/data/production/LV7/001/897/LV7001897466,LV7001897466,False
/projects/caeg/data/production/LV7/001/897/LV7001897467,LV7001897467,False
/projects/caeg/data/production/LV7/001/897/LV7001897469,LV7001897469,False
/projects/caeg/data/production/LV7/001/897/LV7001897470,LV7001897470,False
